"","id_no","Range_size","binomial"
"10516","47766841",4925971769867.04,"Oecomys concolor"
"10517","4777",4166310896660.83,"Choloepus didactylus"
"10518","47778059",1447250079321.34,"Rhipidomys nitela"
"10519","47778330",97571157934.8623,"Rhipidomys ipukensis"
"10520","4778",1648181626469.67,"Choloepus hoffmanni"
"10521","47783095",3246019055762.4,"Allactaga elater"
"10522","47792718",578839311131.728,"Phyllomys sulinus"
"10523","47804700",476861293882.353,"Heteromys desmarestianus"
"10524","47805694",1790585910661.16,"Acomys spinosissimus"
"10526","47968266",17471523560.1335,"Hylomyscus denniae"
"10527","47968299",114508898344.494,"Hylomyscus arcimontensis"
"10528","47968796",168866248418.477,"Hylomyscus anselli"
"10530","47979117",89591240463.9736,"Hylomyscus stella"
"10532","47979811",253572974760.893,"Hylomyscus walterverheyeni"
"10534","47990318",1820860820696.13,"Lophuromys flavopunctatus"
"10536","48002425",152729620107.279,"Microhydromys richardsoni"
"10537","48004865",39185072895.3409,"Microhydromys argenteus"
"10538","48018502",932845022198.686,"Praomys tullbergi"
"10539","48019838",109570371915.279,"Pseudohydromys ellermani"
"10540","48020705",2237953699.34187,"Pseudohydromys pumehanae"
"10542","48020754",393769832.45723,"Pseudohydromys carlae"
"10543","4803",612688887487.066,"Abrothrix andinus"
"10544","4804",498022438234.006,"Abrothrix jelskii"
"10545","4806",238124626640.405,"Chrotogale owstoni"
"10546","4807",64410167.4736417,"Chrotomys gonzalesi"
"10548","4808",35894387024.1547,"Chrotomys mindorensis"
"10550","4810",16762785117.5984,"Chrotomys whiteheadi"
"10551","4811",13116792960208.9,"Chrotopterus auritus"
"10552","4812",366475870.836719,"Chrysochloris visagiei"
"10553","4819",4335910277064.32,"Chrysocyon brachyurus"
"10554","48265359",53569086686.9633,"Pseudohydromys murinus"
"10555","48266448",1118475231.89442,"Pseudohydromys occidentalis"
"10556","48266951",2411251448.3391,"Eliurus carletoni"
"10557","48267436",1263364366.5056,"Eliurus antsingy"
"10558","48267978",782957779.41951,"Cryptotis venezuelensis"
"10559","48268560",13485206937.1488,"Cryptotis meridensis"
"10560","48269124",385072922.268907,"Crocidura mindorus"
"10561","48269568",1020065514.52082,"Cryptotis mam"
"10562","48269619",156785142.087698,"Cryptotis griseoventris"
"10563","48269646",237676022.779917,"Cryptotis lacertosus"
"10564","48269679",39439360091.6882,"Cryptotis goodwini"
"10565","4828",40306413808.2521,"Chrysospalax trevelyani"
"10566","4829",44475357103.5472,"Chrysospalax villosus"
"10567","48294467",1407399492572.91,"Sylvisorex ollula"
"10568","48294480",316187168.765589,"Sylvisorex corbeti"
"10569","48295808",14168757579.8033,"Lagidium ahuacaense"
"10570","48296412",5024744415770.49,"Crocidura attenuata"
"10578","48296479",6269747531.07962,"Crocidura cranbrooki"
"10579","48297964",97636123199.3376,"Rhipidomys itoan"
"10580","48297988",36185424757.3512,"Rhipidomys tribei"
"10581","48302281",56727714255.5455,"Akodon spegazzinii"
"10582","48303074",922783356541.216,"Eligmodontia typus"
"10583","48637280",240798710092.857,"Bassaricyon neblina"
"10585","48637566",4449617958205.23,"Bassaricyon alleni"
"10586","48637802",363779982982.211,"Bassaricyon medius"
"10588","48637946",156420123183.927,"Bassaricyon gabbii"
"10589","4972",182570354009.588,"Myodes centralis"
"10590","4973",8679130470028.9,"Myodes glareolus"
"10591","4974",13113658524382.7,"Myodes rufocanus"
"10598","4975",18530201598405.6,"Myodes rutilus"
"10599","4983",528460140880.73,"Cloeotis percivali"
"10601","4989",1699627394115.79,"Clyomys laticeps"
"10602","5042",88996382.9440845,"Brassomys albidens"
"10603","5074",2491056026355.55,"Coelops frithii"
"10607","5075",1715964431.01424,"Coelops robinsoni ssp. hirsutus"
"10608","5076",137740901215.828,"Coelops robinsoni"
"10610","5083",1229394857624.69,"Coendou bicolor"
"10611","5084",406517860041.954,"Coendou nycthemera"
"10612","5112",227694579.837436,"Coleura seychellensis"
"10616","5113",2795459494547.74,"Coleura afra"
"10619","512",49488363396.1632,"Addax nasomaculatus"
"10624","51221900",1126811844.55455,"Marmosops pakaraimae"
"10625","51222063",879699119.147908,"Caenolestes sangay"
"10626","51342998",623574649963.896,"Monodelphis peruviana"
"10627","51343071",1083732451705.58,"Monodelphis adusta"
"10628","51343307",200219596652.946,"Thylamys cinderella"
"10629","5142",2295482775090.15,"Colobus angolensis"
"10637","5143",3050585904269.26,"Colobus guereza"
"10642","5144",341043373649.895,"Colobus polykomos"
"10643","5145",328388648898.291,"Colobus satanas"
"10645","5146",476738355427.246,"Colobus vellerosus"
"10646","5151",904776052221.884,"Colomys goslingi"
"10650","5221",327824285.505116,"Congosorex polli"
"10651","5224",346343974012.791,"Conilurus penicillatus"
"10661","5228",403590648058.15,"Connochaetes gnou"
"10662","5229",3103291988557.37,"Connochaetes taurinus"
"10669","54007828",149827163320.521,"Microgale brevicaudata"
"10670","54008309",47484763525.5624,"Microgale grandidieri"
"10671","54010476",2146503747946.24,"Leopardus guttulus"
"10672","54012637",9389953067686.5,"Leopardus tigrinus"
"10673","547",79253017568.3283,"Handleyomys fuscatus"
"10674","54778866",126088674465.094,"Cheirogaleus medius"
"10675","54778911",37463058732.2409,"Cheirogaleus major"
"10676","548",9497265181.71979,"Aepeomys lugens"
"10677","5481",7954013405.48973,"Craseonycteris thonglongyai"
"10678","5499",790622433.650001,"Crateromys australis"
"10681","550",3498112986576.38,"Aepyceros melampus"
"10686","5500",3689850939.27536,"Crateromys schadenbergi"
"10687","5501",74705907.1777011,"Crateromys paulus"
"10688","5502",2464515695.52034,"Crateromys heaneyi"
"10689","5512",990642406744.413,"Madromys blanfordi"
"10690","5513",534108082593.552,"Cremnomys cutchicus"
"10691","5514",15314818.5355767,"Cremnomys elvira"
"10692","5521",3732493120764.98,"Cricetomys emini"
"10693","5522",8389512905926.55,"Cricetomys gambianus"
"10694","5523",140657571480.396,"Cricetulus alticola"
"10695","5524",3692084057793.03,"Cricetulus barabensis"
"10698","5525",105570817385.718,"Cricetulus kamensis"
"10699","5526",2465628359139.25,"Cricetulus longicaudatus"
"10700","5527",358322542255.476,"Cricetulus sokolovi"
"10701","5528",7677959985402.53,"Cricetulus migratorius"
"10703","5529",4924648686124.92,"Cricetus cricetus"
"10704","555",56180819755.0423,"Aeretes melanopterus"
"10705","5558",2208852652.62318,"Crocidura ansellorum"
"10706","5559",19271550152.5989,"Crocidura baileyi"
"10707","556",362180499277.985,"Aeromys tephromelas"
"10711","5560",2520601533.34281,"Crocidura canariensis"
"10717","5561",99831310244.6319,"Crocidura congobelgica"
"10718","5562",493947052843.154,"Crocidura crenata"
"10720","5565",363730668.634528,"Crocidura eisentrauti"
"10721","5566",11900902919.4395,"Crocidura glassi"
"10722","5567",356574129161.561,"Crocidura grassei"
"10723","5568",1217154963.84099,"Crocidura kivuana"
"10724","5569",4797251539.5182,"Crocidura lanosa"
"10725","557",446207386884.844,"Aeromys thomasi"
"10726","5570",145294019415.718,"Crocidura latona"
"10727","5571",806229191.721165,"Crocidura longipes"
"10728","5572",5552601267.65036,"Crocidura lucina"
"10729","5575",5777110803.73825,"Crocidura manengubae"
"10730","5576",334700905260.045,"Crocidura maquassiensis"
"10731","5578",45466799913.432,"Crocidura nimbae"
"10732","5580",897110324.371741,"Crocidura phaeura"
"10733","5582",1374890878.58198,"Crocidura stenocephala"
"10734","5583",2832650314.5445,"Crocidura tansaniana"
"10735","5584",4256997436.02288,"Crocidura telfordi"
"10736","5585",161503204577.246,"Crocidura thalia"
"10737","5587",110519517.812924,"Crocidura wimmeri"
"10739","5588",8357697899.6332,"Crocidura zimmermanni"
"10740","5589",496220886707.946,"Crocidura ludia"
"10741","5590",945177491.561672,"Crocidura orii"
"10744","5591",77157308.7941463,"Crocidura polia"
"10745","5592",127372364.496958,"Crocidura raineyi"
"10746","5593",28965915148.2047,"Crocidura selina"
"10748","5594",856641627.440887,"Crocidura thomensis"
"10749","5595",46379575.6397943,"Crocidura andamanensis"
"10750","5596",772576064.052157,"Crocidura armenica"
"10751","5597",57076552018.9086,"Crocidura beatus"
"10757","5598",91817470657.0275,"Crocidura beccarii"
"10758","5599",89337262.7711576,"Crocidura dhofarensis"
"10759","55997072",3694867676326.96,"Cervus elaphus"
"10762","55997823",10323053385313.2,"Cervus canadensis"
"10764","5600",30500952694.3141,"Crocidura floweri"
"10765","56003281",23096275489413.2,"Alces alces"
"10766","5601",532572413.84126,"Crocidura grandis"
"10767","5602",116385301105.447,"Crocidura grayi"
"10771","5603",37520690.2725952,"Crocidura hispida"
"10772","5604",76383715.6712457,"Crocidura jenkinsi"
"10773","5605",174724434687.631,"Crocidura malayana"
"10790","5608",330458716.151056,"Crocidura miya"
"10791","5609",461638431.42135,"Crocidura negrina"
"10792","5610",90207898.7593295,"Crocidura nicobarica"
"10793","5611",664601499.826857,"Crocidura orientalis"
"10794","5613",11807348888.3686,"Crocidura palawanensis"
"10796","5614",105412677823.357,"Crocidura paradoxura"
"10797","5615",9421957.46882239,"Crocidura pergrisea"
"10798","5616",23650026617.4304,"Crocidura religiosa"
"10799","5617",3049262929415.56,"Crocidura shantungensis"
"10800","5618",4176841495.67599,"Crocidura susiana"
"10801","5619",28585478773.3668,"Crocidura tenuis"
"10802","5620",6661281427.71136,"Crocidura allex"
"10803","5621",830715104090.417,"Crocidura attila"
"10804","5622",10830025670.8943,"Crocidura bottegoides"
"10805","5623",76479263695.4405,"Crocidura caliginea"
"10806","5624",16890687984.3563,"Crocidura desperata"
"10807","5625",83847677283.6552,"Crocidura elgonius"
"10808","5626",110718087658.067,"Crocidura erica"
"10809","5627",3168552340.99015,"Crocidura fischeri"
"10810","5628",292163803093.135,"Crocidura flavescens"
"10811","5629",1660078468868.81,"Crocidura foxi"
"10812","5630",18541188957.4348,"Crocidura fumosa"
"10823","5631",7899020747.32643,"Crocidura gracilipes"
"10825","5632",51685878794.0909,"Crocidura greenwoodi"
"10826","5633",107925404.23688,"Crocidura harenna"
"10827","5634",22024396439.388,"Crocidura macmillani"
"10828","5635",284991051.352153,"Crocidura macowi"
"10829","5636",6186952805.18387,"Crocidura picea"
"10830","5637",36530095018.2926,"Crocidura pitmani"
"10831","5638",1277468526.44431,"Crocidura ultima"
"10832","5639",26975220482.5013,"Crocidura xantippe"
"10834","5640",643732335.082015,"Crocidura zimmeri"
"10835","565",158099135529.788,"Aethalops alecto"
"10836","567",19129117944.7362,"Aethomys silindensis"
"10837","5674",14474893403445.7,"Crocuta crocuta"
"10839","5679",138694412475.558,"Crossomys moncktoni"
"10840","568",253323286727.661,"Aethomys bocagei"
"10841","569",4154330279173.41,"Aethomys chrysophilus"
"10843","570",197352910751.927,"Micaelamys granti"
"10844","5704",10307780294.75,"Crunomys celebensis"
"10845","5705",5005243740.44201,"Crunomys fallax"
"10846","5706",34392852713.4803,"Crunomys melanius"
"10849","571",2482352208008.69,"Aethomys hindei"
"10850","572",1693329175361.74,"Aethomys kaiseri"
"10851","573",3338533190566.76,"Micaelamys namaquensis"
"10852","574",897965405915.625,"Aethomys nyikae"
"10854","5748",7925408.51765579,"Cryptochloris wintoni"
"10855","5749",2120386418.15343,"Cryptochloris zyli"
"10857","575",170085391271.419,"Aethomys stannarius"
"10858","5751",22498379401.0461,"Fukomys zechi"
"10859","5752",721385055108.603,"Fukomys bocagei"
"10860","5753",1001541034609.6,"Fukomys damarensis"
"10862","5754",12854672275.7194,"Fukomys foxi"
"10863","5755",828379875235.285,"Cryptomys hottentotus"
"10865","5756",1434706473944.97,"Fukomys mechowi"
"10866","5757",782750283906.766,"Fukomys ochraceocinereus"
"10867","576",270711031656.793,"Aethomys thomasi"
"10868","5760",442881074197.476,"Cryptoprocta ferox"
"10869","5763",948281109.606046,"Cryptotis endersi"
"10870","5764",13696150577.4849,"Cryptotis gracilis"
"10871","5765",96616503.7734648,"Cryptotis hondurensis"
"10872","5766",14384643894.073,"Cryptotis magna"
"10873","5792",132731692492.564,"Ctenodactylus gundi"
"10874","5793",57358200887.363,"Ctenodactylus vali"
"10875","5795",27074729415.3819,"Ctenomys argentinus"
"10876","5796",3517934432.46635,"Ctenomys australis"
"10877","5797",7813368079.79979,"Ctenomys azarae"
"10878","5798",133229661129.606,"Ctenomys boliviensis"
"10881","5799",2285085000.93571,"Ctenomys bonettoi"
"10882","5800",203838009608.85,"Ctenomys brasiliensis"
"10883","5801",718209487.549636,"Ctenomys colburni"
"10884","5802",98393561139.2474,"Ctenomys conoveri"
"10886","5803",11127233619.8215,"Ctenomys dorsalis"
"10887","5804",9659882179.87703,"Ctenomys emilianus"
"10888","5806",74450321906.3261,"Ctenomys fulvus"
"10889","5807",26901840378.2441,"Ctenomys haigi"
"10890","5808",8240901881.98467,"Ctenomys knighti"
"10891","5809",6530964074.51422,"Ctenomys latro"
"10892","5810",11433933252.695,"Ctenomys leucodon"
"10893","5811",4752391612.81001,"Ctenomys lewisi"
"10894","5812",78725949202.0027,"Ctenomys magellanicus"
"10895","5813",51466006624.6307,"Ctenomys maulinus"
"10896","5814",137011284696.113,"Ctenomys mendocinus"
"10897","5815",73655728448.2552,"Ctenomys minutus"
"10898","5817",1204594726.69461,"Ctenomys occultus"
"10899","5818",288127495588.624,"Ctenomys opimus"
"10900","5819",11527637108.8762,"Ctenomys pearsoni"
"10901","5820",45294287218.1955,"Ctenomys perrensi"
"10902","5821",5464142628.48813,"Ctenomys peruanus"
"10903","5822",947218873.333674,"Ctenomys pontifex"
"10904","5823",33106342336.3421,"Ctenomys porteousi"
"10905","5824",2780049225.22275,"Ctenomys saltarius"
"10906","5825",306685103.839955,"Ctenomys sericeus"
"10907","5826",1062075602.00005,"Ctenomys sociabilis"
"10908","5827",19203841780.4056,"Ctenomys steinbachi"
"10909","5828",51288377068.065,"Ctenomys talarum"
"10910","5829",240794289828.817,"Ctenomys torquatus"
"10911","5830",738648396.696393,"Ctenomys tuconax"
"10912","5831",7703714617.02945,"Ctenomys tucumanus"
"10913","5832",832935709.09917,"Ctenomys validus"
"10914","5953",3444017916787.51,"Cuon alpinus"
"10915","59544947",2607395005.5423,"Microcebus rufus"
"10916","6019",7892634359758.35,"Cyclopes didactylus"
"10919","60354712",29179663482988,"Felis silvestris"
"10920","6081",120524268005.484,"Cynocephalus volans"
"10930","6082",1090109406847.15,"Cynogale bennettii"
"10931","6089",584004012.762556,"Cynomys mexicanus"
"10932","6090",8276422112.18784,"Cynomys parvidens"
"10933","6091",1820824735896.71,"Cynomys ludovicianus"
"10934","6103",2699824266684.85,"Cynopterus brachyotis"
"10941","6104",1485603333650.54,"Cynopterus horsfieldii"
"10949","6105",85669016912.3883,"Cynopterus nusatenggara"
"10963","6106",6456511570053.29,"Cynopterus sphinx"
"10975","6107",598087135346.502,"Cynopterus titthaecheilus"
"10981","61513537",2858794559492.4,"Pseudois nayaur"
"10983","61924",22458486709.5458,"Dasypus yepesi"
"10984","61925",3412963.23067278,"Bradypus pygmaeus"
"10985","62006",50632840441.4515,"Amblysomus corriae"
"10986","62007",1402682745.57014,"Amblysomus marleyi"
"10987","62008",1734947535.27874,"Amblysomus robustus"
"10990","62009",33034008173.961,"Amblysomus septentrionalis"
"10993","62011",39236487541.4664,"Hemicentetes nigriceps"
"10994","62012",103819858045.345,"Microgale drouhardi"
"10995","62013",111846772857.215,"Microgale fotsifotsy"
"10996","62014",77232216523.8151,"Microgale gymnorhyncha"
"10997","62015",1383992297.42751,"Microgale jenkinsae"
"10998","62016",107492214146.729,"Microgale majori"
"10999","62017",1193560629.26951,"Microgale nasoloi"
"11000","62018",102314277254.1,"Microgale soricoides"
"11001","62019",43037754649.8557,"Microgale taiva"
"11002","6206",687747272856.871,"Cyttarops alecto"
"11003","6219",41720684275.4096,"Dacnomys millardi"
"11004","6220",336905939846.193,"Dactylomys boliviensis"
"11005","6221",3306574863480.67,"Dactylomys dactylinus"
"11006","6222",163766882.55945,"Dactylomys peruanus"
"11007","6223",62974324445.3134,"Dactylopsila megalura"
"11008","6224",144866537.008237,"Dactylopsila tatei"
"11009","6225",213289186467.804,"Dactylonax palpator"
"11010","6226",765397191706.84,"Dactylopsila trivirgata"
"11015","6232",614205947.884765,"Dama mesopotamica"
"11017","6234",11330992526.6305,"Beatragus hunteri"
"11019","6235",1840650548456.33,"Damaliscus lunatus"
"11025","6265",71511183003.6305,"Dasyuroides byrnei"
"11026","6266",114850907654.436,"Dasycercus cristicauda"
"11027","6267",1471982423542.73,"Dasycercus blythi"
"11028","6268",51938257925.1464,"Dasymys foxi"
"11029","6269",6435516152235.36,"Dasymys incomtus"
"11030","6270",1879353861.99966,"Dasymys montanus"
"11031","6271",137662434786.07,"Dasymys nudipes"
"11032","6272",1666893482083.18,"Dasymys rufulus"
"11033","6278",1667306947334.28,"Dasyprocta azarae"
"11034","6279",500487574.962799,"Dasyprocta coibae"
"11035","6281",2612229729897.98,"Dasyprocta fuliginosa"
"11036","6282",22949449908.9629,"Dasyprocta guamara"
"11037","6283",67067984814.8987,"Dasyprocta kalinowskii"
"11038","6285",107850596236.672,"Dasyprocta mexicana"
"11040","6286",1929753312737.46,"Dasyprocta prymnolopha"
"11041","6287",156605087.809454,"Dasyprocta ruatanica"
"11042","6288",1423649702707.02,"Dasypus hybridus"
"11043","6289",6028982905855.73,"Dasypus kappleri"
"11044","6290",18207315624616,"Dasypus novemcinctus"
"11048","6291",53166271418.2981,"Dasypus pilosus"
"11049","6292",441453960477.395,"Dasypus sabanicola"
"11050","6293",5799177430455.93,"Dasypus septemcinctus"
"11051","6294",188679587142.825,"Dasyurus geoffroii"
"11052","6295",331682507421.023,"Dasyurus hallucatus"
"11073","6296",63883697019.6046,"Dasyurus viverrinus"
"11075","6299",580310276111.419,"Dasyurus albopunctatus"
"11077","6300",464968773942.88,"Dasyurus maculatus"
"11079","6301",26551560261.2246,"Dasyurus spartacus"
"11080","6302",125073197112.314,"Daubentonia madagascariensis"
"11082","6313",3946316500.57435,"Delanymys brooksi"
"11083","6329",291972006583.829,"Delomys dorsalis"
"11084","6330",150814590658.203,"Delomys sublineatus"
"11085","63541",291391027873.611,"Nanger soemmerringii"
"11088","63543",202139475313.992,"Camelus ferus"
"11090","6405",68970537419.4026,"Dendrogale melanura"
"11091","6409",2446114406255.27,"Dendrohyrax arboreus"
"11092","6410",3057808982622,"Dendrohyrax dorsalis"
"11094","6426",3562457664.38631,"Dendrolagus bennettianus"
"11095","6427",39847247447.5015,"Dendrolagus dorianus"
"11096","6429",114894762692.109,"Dendrolagus goodfellowi"
"11097","6431",144442130413.361,"Dendrolagus inustus"
"11103","6432",7383082321.16359,"Dendrolagus lumholtzi"
"11104","6433",13584627699.2082,"Dendrolagus matschiei"
"11106","6434",28295882610.8744,"Dendrolagus ursinus"
"11107","6435",1246358282.78349,"Dendrolagus scottae"
"11108","6436",49872442354.9555,"Dendrolagus spadix"
"11109","6437",5558308842.9959,"Dendrolagus mbaiso"
"11110","6439",122945379.598018,"Dendromus kahuziensis"
"11111","6440",26896866917.8657,"Dendromus insignis"
"11112","6441",27532342453.9055,"Dendromus kivu"
"11113","6442",38666734359.1981,"Dendromus lovati"
"11114","6443",4305598268157.63,"Dendromus melanotis"
"11115","6444",588635036541.533,"Dendromus mesomelas"
"11116","6445",60941429325.4802,"Dendromus messorius"
"11117","6446",2937067562721.79,"Dendromus mystacalis"
"11118","6447",2375792292775.55,"Dendromus nyikae"
"11119","6448",1370200429.05675,"Dendromus oreas"
"11120","6449",318138087.294469,"Dendromus vernayi"
"11121","64586080",3184252816711.3,"Rhinolophus hildebrandtii"
"11123","64587154",17614374281.5364,"Rhinolophus cohenae"
"11124","64588371",81468028196.0519,"Rhinolophus smithersi"
"11125","64589126",1186158725661.07,"Rhinolophus mossambicus"
"11126","6483",281749406.135777,"Dendroprionomys rousseloti"
"11127","6490",1293571911030.08,"Deomys ferrugineus"
"11128","6491",426036661800.443,"Dephomys defua"
"11129","6506",1215827278737.44,"Desmana moschata"
"11130","6508",3380204825929.68,"Desmodilliscus braueri"
"11131","6509",1955065217214.83,"Desmodillus auricularis"
"11132","6510",17726517723851.6,"Desmodus rotundus"
"11135","6511",265251688280.681,"Desmomys harringtoni"
"11136","6520",13059176178659.9,"Diaemus youngi"
"11139","6553",8765712710.5238,"Dicerorhinus sumatrensis"
"11142","6557",7899208778826.86,"Diceros bicornis"
"11151","6561",12498370897284.2,"Diclidurus albus"
"11153","6562",2088305716175.08,"Diclidurus ingens"
"11154","6563",1061836667248.44,"Diclidurus isabella"
"11155","6564",1540643004283.93,"Diclidurus scutatus"
"11156","6567",54570076043.3841,"Dicrostonyx nunatakensis"
"11157","6568",2615996346350.95,"Dicrostonyx torquatus"
"11158","6569",7788522866.36957,"Dicrostonyx vinogradovi"
"11159","6607",79580489974.9657,"Dinaromys bogdanovi"
"11160","6608",1390156699888.18,"Dinomys branickii"
"11161","6622",96604723.8953972,"Diomys crumpi"
"11162","6628",8092435593145.35,"Diphylla ecaudata"
"11163","6635",100926109775.774,"Diplogale hosei"
"11164","6662",432217171.792193,"Diplomys caniceps"
"11165","6663",110966520710.911,"Diplomys labilis"
"11166","6664",89522853.6772685,"Santamartamys rufodorsalis"
"11167","6671",799969340.514999,"Diplothrix legata"
"11170","6675",10767664468.0276,"Dipodomys elator"
"11171","6676",2223650720.21675,"Dipodomys gravipes"
"11172","6678",6784265151.84628,"Dipodomys ingens"
"11173","6682",2934445405.58778,"Dipodomys stephensi"
"11175","6683",11297009527.5947,"Dipodomys nitratoides"
"11176","6684",38595523635.9768,"Dipodomys agilis"
"11177","6685",49440902472.4652,"Dipodomys compactus"
"11178","6686",307685282875.024,"Dipodomys deserti"
"11179","6690",192588892125.69,"Dipodomys nelsoni"
"11180","6691",3419731413566.85,"Dipodomys ordii"
"11181","6693",523883186071.578,"Dipodomys spectabilis"
"11182","6705",3156285044493.05,"Dipus sagitta"
"11183","67359364",1494576666.36971,"Neoromicia robertsi"
"11184","67359375",766349316.885957,"Neoromicia roseveari"
"11185","67360705",68399255146.051,"Chaerephon atsinanana"
"11186","67363010",908252786.078287,"Mops bakarii"
"11187","67369483",1360002107686.31,"Rhinolophus darlingi"
"11189","67369846",543290043662.137,"Rhinolophus damarensis"
"11190","6765",536111970965.459,"Distoechurus pennatus"
"11191","6770",614850434427.68,"Dobsonia minor"
"11194","6771",87783691567.0056,"Dobsonia peronii"
"11212","6772",10000151645.3837,"Dobsonia beauforti"
"11220","6773",29113241.2042775,"Dobsonia chapmani"
"11222","6774",2533404517.26239,"Dobsonia emersa"
"11224","6775",179910944154.85,"Dobsonia exoleta"
"11236","6776",5415202611.09915,"Dobsonia pannietensis"
"11245","6777",44746120758.9676,"Dobsonia praedatrix"
"11278","6778",34750340018.8637,"Dobsonia inermis"
"11308","6780",27753008608.0217,"Dobsonia viridis"
"11314","6785",1242816994504.35,"Dolichotis patagonum"
"11315","6786",735968049308.093,"Dolichotis salinicola"
"11316","6793",51757585759.842,"Dorcatragus megalotis"
"11318","6794",83250270.1600458,"Dorcopsis atrata"
"11319","6795",152971243088.597,"Dorcopsis hageni"
"11320","6799",159592355001.466,"Dorcopsis luctuosa"
"11321","6800",125654760141.084,"Dorcopsis muelleri"
"11325","6801",25885915894.2568,"Dorcopsulus macleayi"
"11326","6802",179394549792.146,"Dorcopsulus vanheurni"
"11327","6820",65727420438.6263,"Dremomys everetti"
"11328","6821",361879037407.143,"Dremomys lokriah"
"11329","6822",1752952873985.09,"Dremomys pernyi"
"11330","6823",273471040542.449,"Dremomys pyrrhomerus"
"11331","6824",1600227673733.67,"Dremomys rufigenis"
"11332","68336601",83230629611.9184,"Eupleres goudotii"
"11333","6834",139169354701.195,"Dromiciops gliroides"
"11334","68369199",362220808.956824,"Melogale cucphuongensis"
"11335","6858",5228746460771.9,"Dryomys nitedula"
"11337","6859",28682087914.0746,"Dryomys laniger"
"11338","6860",1189380034.2279,"Chaetocauda sichuanensis"
"11339","6923",10936356881.2351,"Dusicyon australis"
"11341","6924",2852893505046.91,"Atelocynus microtis"
"11342","6925",73116044140.8846,"Lycalopex sechurae"
"11343","6926",1782063078299.86,"Lycalopex vetulus"
"11344","6927",1618133829455.38,"Lycalopex griseus"
"11346","6928",2776265541247.47,"Lycalopex gymnocercus"
"11347","6929",2667800128081.41,"Lycalopex culpaeus"
"11348","6931",445029703491.009,"Dyacopterus spadiceus"
"11353","6977",332344104747.069,"Phyllomys blainvillii"
"11354","6978",2858165432.32727,"Phyllomys brasiliensis"
"11355","6979",1583343241598.16,"Echimys chrysurus"
"11356","6980",551568965007.43,"Phyllomys dasythrix"
"11358","6981",176731299333.955,"Toromys grandis"
"11359","6982",387777862561.89,"Phyllomys lamarum"
"11360","6983",2457872707700.06,"Makalata macrura"
"11361","6984",174483521520.366,"Phyllomys nigrispinus"
"11362","6985",4897081332.69588,"Callistomys pictus"
"11364","6987",131046359865.93,"Echimys saturnus"
"11365","6989",341490341.88345,"Phyllomys thomasi"
"11366","699",13436656960566.9,"Cuniculus paca"
"11368","6990",4485123967.83825,"Phyllomys unicolor"
"11369","700",406861255628.035,"Cuniculus taczanowskii"
"11370","7010",381354247275.55,"Coendou rufescens"
"11371","7014",7189864681.65658,"Echiothrix leucura"
"11373","7015",175468595637.961,"Echymipera clara"
"11375","7016",631162547.758179,"Echymipera echinista"
"11376","7017",278313130.788063,"Echymipera davidi"
"11377","7018",840230180477.244,"Echymipera kalubu"
"11400","7019",859314674934.042,"Echymipera rufescens"
"11410","70203940",2125157895023.92,"Herpestes javanicus"
"11419","70204120",8342620673679.53,"Herpestes auropunctatus"
"11425","70205537",1878580236195.95,"Arctonyx collaris"
"11428","70205771",196205066702.598,"Arctonyx hoevenii"
"11430","70206273",8423646586938.69,"Arctonyx albogularis"
"11434","70207409",43232828674822.6,"Mustela nivalis"
"11450","70207817",22989734130.4461,"Mustela russelliana"
"11451","70207949",358623557.182117,"Mustela tonkinensis"
"11452","7030",124361573243.329,"Ectophylla alba"
"11453","7083",460027210780.442,"Eidolon dupreanum"
"11454","7084",11802302346646.3,"Eidolon helvum"
"11458","7112",1944315288810.73,"Elaphodus cephalophus"
"11460","712",34604002269.4762,"Ailuropoda melanoleuca"
"11462","7121",217563627.618956,"Elaphurus davidianus"
"11464","7136",193798080175.566,"Elephantulus edwardii"
"11465","7137",124780547456.196,"Elephantulus revoilii"
"11466","7138",557904436418.318,"Elephantulus rupestris"
"11467","714",338831022025.344,"Ailurus fulgens"
"11468","7140",620727376006.294,"Elephas maximus"
"11471","71529901",798445705272.196,"Mormopterus eleryi"
"11473","71531227",2325213931328.28,"Mormopterus lumsdenae"
"11478","71532724",221874797658.135,"Mormopterus kitcheneri"
"11479","71532803",13071499395.1965,"Mormopterus halli"
"11480","71533043",1166472348356.9,"Mormopterus ridei"
"11481","71534469",1989211466518.39,"Mormopterus petersi"
"11482","71536513",289470029355.332,"Mormopterus cobourgianus"
"11486","71727235",2541058995.53405,"Mormopterus francoismoutoui"
"11487","71733227",1872582724.14507,"Mormopterus acetabulosus"
"11488","72261737",247827616176.038,"Nasuella olivacea"
"11489","72261777",18973115960.2019,"Nasuella meridensis"
"11490","723",114165459188.906,"Akodon aerosus"
"11491","724",42197044009.2043,"Akodon affinis"
"11492","725",402049085753.841,"Akodon albiventer"
"11493","726",1227616003741.33,"Akodon azarae"
"11494","727",60125133068.7104,"Neomicroxus bogotensis"
"11495","728",217532524122.884,"Akodon boliviensis"
"11496","729",19876490779.1889,"Akodon budini"
"11497","730",824145087433.86,"Akodon cursor"
"11498","731",289331634415.262,"Akodon dayi"
"11499","733",151082142480.622,"Akodon fumeus"
"11500","735",56345627908.1033,"Abrothrix illutea"
"11501","736",573428042370.265,"Akodon iniscatus"
"11502","737",115454096357.999,"Akodon juninensis"
"11503","738",141581995438.953,"Deltamys kempi"
